"SUBJECT","Subject","LOCATION","Country","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","EU28","European Union (28 countries)","ST","Level, ratio or index","A","Annual","2018","2018","PC","Percentage","0","Units",,,6.83333333333333,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","EU28","European Union (28 countries)","ST","Level, ratio or index","A","Annual","2019","2019","PC","Percentage","0","Units",,,6.325,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","COL","Colombia","ST","Level, ratio or index","A","Annual","2011","2011","PC","Percentage","0","Units",,,10.895,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","COL","Colombia","ST","Level, ratio or index","A","Annual","2012","2012","PC","Percentage","0","Units",,,10.4341666666667,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","COL","Colombia","ST","Level, ratio or index","A","Annual","2013","2013","PC","Percentage","0","Units",,,9.70583333333333,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","COL","Colombia","ST","Level, ratio or index","A","Annual","2014","2014","PC","Percentage","0","Units",,,9.16666666666666,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","COL","Colombia","ST","Level, ratio or index","A","Annual","2015","2015","PC","Percentage","0","Units",,,8.96083333333333,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","COL","Colombia","ST","Level, ratio or index","A","Annual","2016","2016","PC","Percentage","0","Units",,,9.27416666666667,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","COL","Colombia","ST","Level, ratio or index","A","Annual","2017","2017","PC","Percentage","0","Units",,,9.42583333333334,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","COL","Colombia","ST","Level, ratio or index","A","Annual","2018","2018","PC","Percentage","0","Units",,,9.71916666666666,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","COL","Colombia","ST","Level, ratio or index","A","Annual","2019","2019","PC","Percentage","0","Units",,,10.545,,
